vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
0e622080-b98a-4714-b28a-412d218354a7,21-01-2023 13:18,,4.600821731,329.8717657,353.2951668,8487,22.46036546,0.11023755,compute,high,completed
0fceb834-e613-4227-aeb3-3ba199928e2a,25-06-2023 01:52,9.767636745,70.81109295,1.472568098,433.8333237,,20.24904366,0.406694389,network,high,running
7ab49bc3-0f52-4943-a78c-f2271cc32d5a,,,77.24630446,814.7240879,30.78372672,,43.95381818,0.184591707,network,high,completed
b776fc29-9f10-42fc-8ff4-433442e3eca6,04-03-2023 18:48,93.84120217,4.104052196,83.2040482,276.1241556,8495,48.5830632,0.05269915,io,low,running
305e8d63-c7c6-4ca3-a524-a44ba663933c,22-05-2023 19:48,22.8646551,37.19292099,708.7957084,284.5698201,1773,92.42273225,0.861661626,io,low,running
488c2a79-636e-4791-9f0e-d92ddafaddfb,21-05-2023 16:07,67.71411441,65.3578629,,174.1535981,4642,21.55508143,0.778944828,io,low,completed
5302a747-1247-4829-b3f5-0a83acb6f28d,22-06-2023 11:57,59.28802708,26.48491873,213.4501526,392.5784348,6464,51.45441269,0.384585358,io,medium,waiting
850cb46c-5e7b-47a6-8f66-1395aeefca44,,1.006369566,10.02975006,535.1778846,75.98501556,4249,53.70426382,0.210461592,io,high,
0c2ff85c-a00d-44fc-b3dc-0d271dfe98d8,10-03-2023 23:32,47.58261959,27.44617734,464.217819,318.4265292,5368,20.412029,0.381736259,network,low,completed
,05-05-2023 03:21,70.87703909,66.86007148,965.5819102,47.02650563,6257,44.6758541,0.06579356,,high,completed
b918c5b4-d5a0-4e47-885c-487a3454fa66,30-05-2023 17:04,4.397543202,,336.4153879,267.8981318,3085,87.37654753,0.613730839,compute,medium,running
c75f4276-ff89-4035-a2e6-1101c247add8,18-04-2023 14:42,87.9521483,,585.3021007,156.1803424,,,,compute,medium,waiting
d678c47f-af99-4281-977e-0088f0e49b27,20-03-2023 15:43,52.00814166,51.30213384,,430.4636664,1884,84.08467786,0.424360478,compute,low,waiting
e6b59225-40ae-4b00-9f6d-cba7d76e7b20,11-01-2023 19:25,,90.11437248,940.9948491,,70,60.44656057,,compute,medium,
,06-06-2023 10:05,,57.22304256,604.5569186,,7480,37.38626945,0.657972593,io,,completed
44d97636-929a-4196-9b45-3cf6b9f4449d,13-04-2023 16:05,95.36756964,98.88949453,,83.22662159,4368,91.62284308,0.075972216,network,high,
9a5feecc-d304-464f-a1a6-d3d1d0bdcfe8,,58.23197331,58.53762507,496.5363265,176.4566563,3027,42.55205347,0.212780364,io,low,
73f94495-21bf-4b16-96d8-4cb9139f11f0,,10.74725678,56.11311984,819.988709,442.9004082,6051,40.18506624,0.587759281,compute,,running
fb238332-d39f-47cb-ac89-7c53461e8d0a,08-04-2023 04:33,28.75445023,58.23432381,905.9069763,145.8704972,568,54.68991086,0.255188146,io,high,completed
e077a484-7324-4b96-a03e-487706e1d578,17-06-2023 13:38,45.67036259,64.86153598,748.2866127,347.5380206,5623,70.42983901,0.159891532,compute,,waiting
f393ba6b-a7a9-48c9-b6e8-a542b8af5184,09-03-2023 11:27,,30.19455899,563.6229524,17.13702088,1335,84.48690579,0.558454413,,medium,waiting
,17-02-2023 08:52,41.16155136,46.7977465,225.1977156,391.5883963,6518,66.25213406,0.898918665,compute,low,completed
,17-01-2023 18:46,48.94586354,95.90620645,339.4178564,442.5604658,533,68.32276455,0.428533678,network,medium,
8d6db15a-1431-4e8d-a028-fe8019e6740e,19-06-2023 20:29,24.36778753,67.40885501,244.4793778,343.2862501,4995,59.67730098,0.68580634,compute,low,waiting
9467e423-1b0b-4268-863f-42a28a70551a,13-02-2023 21:01,58.86390003,24.94142712,146.5441963,400.5162839,7309,74.39033618,0.817547273,compute,,running
144461ad-a453-4d67-b42e-7e5e6c336b63,24-06-2023 01:44,75.32401196,3.940103492,964.220474,144.5834355,9317,17.34210394,0.995188039,io,high,waiting
e0bdec2c-24ac-4d9a-838f-07502ff0da3f,19-06-2023 03:32,23.58342241,44.55502682,319.8468534,113.0391064,4135,20.38300316,0.675992086,,high,waiting
1831ceb1-331f-4d35-a528-d9a45b779308,16-05-2023 03:02,62.04999003,29.73121293,,112.4640897,4537,85.36411945,,network,high,completed
8640e1a4-8ae5-457e-8e36-445c45ee55da,04-01-2023 11:57,63.9622243,48.06772646,825.1211693,5.073517356,2183,88.84446061,0.782813102,compute,medium,
bafe4c5f-7b7b-4476-b66d-7b24b45d8268,24-02-2023 22:35,94.85403011,20.10359493,55.71912749,184.2409314,6458,87.75923723,0.315848132,,low,waiting
641d870c-cee7-4f61-a3a2-ff1fef123d80,02-01-2023 10:04,77.82761673,21.14874032,171.0800001,98.94687863,207,91.57214527,0.260610371,io,medium,
a5199289-fb79-43e6-bfb1-2454e92f50dc,13-04-2023 04:34,84.83452698,98.05315277,633.3654936,,5380,75.20795189,0.864008588,compute,medium,
,10-01-2023 02:43,49.04199084,70.49388463,,484.155672,,,0.847080371,compute,,running
,17-01-2023 03:51,18.5348587,52.17373399,425.0377829,450.7490698,1641,65.79566098,0.872609864,,high,waiting
0395e7e8-b9da-42b6-a2f2-410263bf7d51,06-05-2023 16:25,99.5815293,,967.5789694,497.5608335,9221,65.45272523,0.713251509,io,low,waiting
8b8bf9df-07db-4bb6-a712-3072741a79dd,20-03-2023 12:29,12.9355761,,583.4157378,357.0903488,2556,13.21050927,0.405065651,network,low,running
66fd09ef-dc8e-4599-a1ec-fb6e117bafa5,16-07-2023 13:14,47.14573194,71.46080785,64.8291245,286.7069268,5575,5.398342098,0.645757732,compute,medium,completed
,07-05-2023 05:56,,78.85197461,753.1491428,493.8988837,,10.50761946,0.02454961,io,low,running
26051813-8be4-48fa-be62-66c7ae5d3222,08-07-2023 11:00,94.38508574,52.50684321,586.2762162,21.88795005,1822,49.5534006,0.119565863,compute,high,running
1deaaa65-3ba2-4565-9745-6de10872da0f,02-02-2023 04:52,96.49249408,85.71562944,288.700759,13.22266846,6576,6.712554352,0.864926911,io,high,
fe6e4cd9-e80d-4748-866b-c9a381fdee44,11-02-2023 10:18,71.9389062,95.62422096,483.986112,305.9216397,8779,27.89237297,0.263079684,,medium,waiting
93bd5e5d-e441-40a2-9c9e-95ab7e7c8390,18-07-2023 14:09,34.99928436,37.22886509,503.6301453,240.7725759,53,,0.388398195,network,low,completed
8fe7041f-9f53-430b-812b-c2c38fe20872,15-04-2023 14:33,25.43824011,18.95300638,709.1355917,196.7799937,5709,65.12128904,,compute,high,
f2c338b1-0072-4ffc-b7c6-6c85f20c0536,14-04-2023 03:09,26.53033245,4.461177924,904.2197857,,2818,2.637706829,0.712357837,compute,low,waiting
78a7ecde-90ea-4ed9-992b-43bb3415fa40,19-02-2023 00:27,12.72940254,0.476098547,735.1798312,197.0805135,5874,90.43317463,0.002263383,compute,high,completed
76140fde-f4b9-4a00-833b-3b326adb021e,,52.58089531,61.91819781,204.3876557,,8636,45.17989733,0.331484689,compute,low,
5c962947-b22b-4380-b314-27e440446133,06-05-2023 22:48,14.18172757,30.0998598,661.3520471,444.6970685,6168,12.85589554,0.263356704,io,medium,running
ede6790d-e34d-4374-b096-5ba03ba450b5,25-05-2023 14:32,31.67306666,4.604289468,484.2213417,447.7492621,4422,1.171470101,0.120321274,io,medium,completed
d664c586-2505-4146-b9b9-07757f4a66c2,26-01-2023 05:27,62.6706476,40.54320188,214.4641735,45.13764768,2602,,0.87193839,network,high,completed
14acfbef-6ffd-42b9-849f-9ceeb5a0b47f,20-01-2023 15:52,72.75436096,17.29247294,211.2648496,,9173,98.46641324,0.610452715,io,low,waiting
72c233e4-ebaf-455d-b618-55174a852f1d,11-07-2023 04:24,2.427270462,41.81466945,766.0610289,350.5162853,,75.57515833,0.491965981,,medium,waiting
6d1bf987-7236-4ddd-a81a-713096580a53,04-04-2023 01:15,43.01159844,10.87715659,212.1492568,201.0749118,5886,19.05008781,0.941734755,io,low,waiting
62a7fc8d-b1ad-4452-8dcd-1a369dc2e636,02-04-2023 10:04,65.21245948,82.87559664,475.5942292,491.7459788,774,64.69185778,0.629509797,compute,medium,running
0443d8d7-09e9-446f-ac7b-1e5b6963cc84,28-01-2023 23:09,85.32459762,89.80553965,676.1794866,88.35967258,9645,77.84568627,0.505431101,network,high,waiting
b5c8e69e-e698-4065-9e75-5a35cffa6d03,23-03-2023 23:42,47.53247822,,587.9300593,78.04157592,6763,87.3283842,0.617728638,compute,high,running
e40bb1e4-2235-46b0-8ac0-c6cd826dfe53,22-06-2023 21:06,96.92058717,77.13458713,462.7378306,176.702352,9758,33.36764575,0.062952889,io,low,completed
7678ed7d-ee95-437c-b52d-3db9ae9240cb,08-05-2023 13:45,26.56325475,81.28871254,8.010281379,262.7814131,1153,26.81971331,0.445929448,network,high,completed
90b6879e-882f-489b-ade7-f9f3db9db769,09-04-2023 10:04,1.350870663,19.47716206,244.9694108,326.6930661,5980,68.40661481,0.120895142,compute,low,
9a651512-af94-482c-a7e1-e577b90cece3,,48.37528647,83.35639629,143.468063,140.956221,7784,42.25682312,0.311680787,compute,high,running
,06-07-2023 02:28,25.6113795,20.55328472,235.7332579,471.4149571,6116,,0.824479706,,low,running
1cee10fb-d49d-46dc-aa3e-07e58cc46f8a,21-03-2023 01:00,82.3717672,85.03947336,669.4125002,248.0554567,5641,68.35028032,0.854286989,,medium,running
317e8477-a8ae-4b2a-b125-1376b108a97c,20-01-2023 04:15,23.27726722,,258.8589294,151.1009527,2464,88.26062043,0.768025583,compute,high,completed
8cf4e0a4-9187-45b1-8823-e33b3d5ce86e,12-01-2023 06:15,31.06292183,49.07089623,,431.6786279,,15.09359617,0.261616971,io,high,waiting
d15a42e1-b4da-41f2-b5df-4c414bd91e6f,14-05-2023 19:32,79.1227431,77.16359514,,339.5947302,1629,31.44933828,0.72409549,io,low,running
3346dea3-643a-495b-9722-ee63a7d9292f,03-03-2023 07:55,71.5143252,51.40586335,701.4593448,102.3295716,1003,15.7949138,0.687230386,network,low,running
65dd592d-3a7a-4c43-badd-de7d7c0b502c,08-07-2023 03:37,55.80512367,33.61368915,763.4988407,39.21938132,1632,85.75790371,0.384396729,io,medium,completed
25c7c401-292f-40b6-aed8-ca1a55928ac0,08-01-2023 00:19,70.49480619,64.83688078,50.88871548,444.3755967,1263,0.244365509,0.115702794,network,,waiting
bdcfee83-bd07-4b56-be39-4fe993512776,20-05-2023 23:41,41.86368636,49.38514359,889.4498695,91.27507002,2096,78.25275167,0.950006979,network,high,waiting
e7ffb619-200b-487c-8ab0-48e6e2d89c01,,,11.641446,872.6966166,254.0521134,9109,51.45582936,0.675279411,io,low,
5244f832-687d-4a6f-b15a-14deafd3fe4f,28-04-2023 15:36,1.135512851,33.35668236,483.1092003,481.9336486,2936,19.89714286,0.110776001,compute,medium,running
81c379c4-6ed7-4a8f-b95e-67d24e7d3195,02-05-2023 02:00,51.12217876,58.92248474,571.645277,41.72705255,290,76.22948547,0.731606378,io,high,completed
d3f9b3b2-0c4e-4fc4-810f-e134b635a6ec,23-05-2023 23:30,8.329097972,93.61425464,827.2954958,,1892,1.121444826,0.683441064,network,high,waiting
8539b3b4-3de2-4bd0-bd02-5031d0bd09b1,24-06-2023 05:22,5.107548017,24.20637464,473.5126508,,5103,46.43118033,0.54772158,io,high,
10446c85-3cdf-4c91-9812-073288b92c6d,22-02-2023 00:11,96.55166391,,414.1710081,156.5340803,4162,94.14441092,,io,low,completed
857c8ffe-8621-43bb-bbb6-cd2e3568ae42,20-04-2023 05:04,85.90026397,,365.1522452,384.2121639,6197,59.08803322,0.993638622,,low,running
391a9ade-df04-4665-a96b-b47704e4a550,14-03-2023 18:27,15.20272272,6.342261672,151.9113935,157.4178006,9354,,0.849770946,network,medium,running
,25-06-2023 16:04,0.066421859,58.63713551,758.9118662,314.901664,,18.13693548,0.790851443,compute,medium,waiting
0136c742-71c0-4e6c-a411-d8364ea8e0e3,20-03-2023 10:34,,30.76571107,292.7759411,466.5514176,1153,89.40454185,0.884707749,io,medium,waiting
023a5d0f-4f39-4884-9734-741ed9729adf,08-02-2023 19:47,27.83252983,30.77314086,690.6612017,423.9278628,6249,7.732019209,0.862735599,io,high,completed
8bdee27f-119b-4ecd-b07d-ebd4b61d06e5,06-07-2023 05:42,18.58976029,72.89888396,553.2766098,486.7898802,164,53.35553389,0.921380146,network,,completed
cd58390e-2973-4d74-9f1c-92b3096ccfb7,,69.15081078,71.06897928,419.8476968,376.5784438,779,94.21171747,0.049399826,network,medium,waiting
3da82fb0-01ad-4b6e-85c9-ae2d1878f23b,15-02-2023 07:05,10.89037388,14.03699292,272.7429197,106.2889595,4739,37.98588719,0.487300567,compute,low,completed
70ea53f0-0846-4b61-8ce8-1826bf3bbe47,15-05-2023 20:02,26.4649598,93.13165194,877.3416338,344.7774628,7531,34.53059795,0.143332562,compute,,waiting
1690b052-d4f0-426c-ad45-93334bd6540b,16-01-2023 14:48,97.50946802,97.16348849,64.30630515,234.9933916,,,0.220226161,network,,running
bcd62f60-53a8-433e-970a-fcc9fd4f4f15,07-05-2023 21:05,63.94627745,97.87174557,70.24239884,,5860,,0.536802827,network,low,completed
a3090114-aed2-4bbb-a222-b6ce230c88e3,,52.06777915,8.400467118,715.0863755,160.4558069,7576,71.21740475,0.530541705,compute,low,completed
baeb7085-c0d6-40a5-87de-3cf5a94f3d9e,26-05-2023 00:09,39.79186148,35.97135032,775.7247879,140.98144,4707,51.30187742,0.510497379,io,medium,waiting
722bee41-a1a9-4bd4-89f8-860d671b0f8b,23-01-2023 03:16,77.45009549,88.21298596,507.9427066,365.5909692,466,6.272671222,0.779346016,io,low,waiting
19bec166-d7b9-45ea-8cd6-3d85865d63cd,,14.09574765,72.63101065,,459.6309472,,42.87295876,0.042186875,compute,high,waiting
c22d45d5-3ef0-4353-9081-fe270f0d0328,25-06-2023 06:21,96.7337802,13.20503039,,183.7140717,8891,61.39263657,0.422769737,compute,high,completed
9683a7df-4f76-47de-991a-a3a6257ea367,10-07-2023 08:38,86.11230081,24.49175044,816.8933259,,2024,40.38616284,0.918640444,compute,low,completed
25cebe1b-6c7e-4ad8-9e2d-65b466a697a4,20-02-2023 00:13,61.76569826,45.32677612,609.0739616,91.2831791,703,38.94804715,0.970451641,io,low,
57812c4f-97a3-4d3e-bfbe-e78af8db5061,09-04-2023 04:05,4.29061904,9.010843582,816.485061,22.96688315,9681,84.82924386,0.01201917,compute,high,waiting
0f63ea54-105d-4bce-998f-c7ac98fa423e,21-06-2023 17:32,,56.37960592,,91.25159655,3518,47.81137812,0.289998561,network,high,completed
a1e41982-e2c3-460a-b3a5-8e8d64068e39,05-05-2023 17:26,91.32843409,4.115553725,145.2578595,101.9137285,610,3.073776967,0.101781443,io,low,
42be9b6c-d249-44e7-83c9-7effec35af4b,10-02-2023 17:18,52.45770675,75.304192,29.40799455,29.95665568,3245,89.91011335,,network,medium,waiting
c48efb86-876a-412a-9b79-c35685fdc1cc,21-06-2023 14:23,35.42248218,97.65637437,398.2460256,465.523856,1656,82.70439009,0.995627346,network,low,completed
735699f5-ad67-4512-994a-2e4b4521bc38,14-04-2023 20:55,12.0277345,68.00951434,562.8911772,195.151805,4662,,0.728505746,compute,,
139b7eea-9536-4e04-a9de-943dade435c6,05-03-2023 16:12,75.49011041,10.32418337,772.602588,481.9301167,5310,88.14219168,0.728670521,compute,,
f2df3a00-6e7c-4430-b504-56f73911ff1a,22-05-2023 01:41,88.50218512,21.24618132,36.73036324,43.03452904,4311,,0.341187832,compute,high,running
2d7c95fa-ce9f-46c5-9d01-5e056c39eda2,26-02-2023 22:47,10.02517441,1.356591714,643.5701166,110.8659588,,44.87202532,0.2372123,network,high,waiting
3b472e28-d6b5-45c7-86f5-dabd8212a7ef,22-06-2023 22:28,75.89845548,94.2972572,486.7991377,115.7310608,2942,49.72311709,0.035513946,io,high,running
14ba8e1b-901f-48d2-9ee2-e996df2fd62a,28-04-2023 21:06,1.706048626,81.36844854,362.3781786,74.4541838,6128,47.41880398,0.045828831,io,high,completed
47ccc75d-dafb-4237-8a25-fb6d7b7ae028,06-05-2023 03:04,96.70549181,21.19535253,604.8361898,142.0042401,639,1.829879337,0.823938356,compute,low,completed
,12-01-2023 11:02,61.50580206,3.144779941,65.00485211,309.1000624,357,73.98020438,0.780107784,network,medium,running
d81ba948-42a8-417e-924a-cb8ddc125ea3,21-04-2023 23:56,,,350.5389472,20.44297378,7039,34.33876623,0.339962694,io,high,completed
86545daa-3b45-40a7-bdb1-217c38a4e23b,16-03-2023 23:06,,10.53623898,465.6877859,,6794,75.73583519,0.113042121,,low,completed
237ea488-8523-4f72-9ad8-4f1b25ef97b8,02-05-2023 01:41,92.92916716,71.49918215,120.8412562,88.19618442,6075,8.214364562,0.696886967,io,low,
eb1386b7-0d40-4e3c-a9b9-875e995e4f5a,19-06-2023 10:34,26.59056273,13.06518492,298.9626881,316.83135,4786,53.43130543,0.10927672,network,medium,running
c92fdf91-2e3d-4422-b423-b925189ad8bf,29-05-2023 21:15,82.81466132,67.00534159,344.04595,404.0558621,9668,11.4580318,0.098146335,io,low,completed
89e78395-1e6a-4ef6-b184-f2650c34dcd7,12-01-2023 11:53,98.51086793,36.31265484,866.7107,375.2127999,,13.80034903,0.915765672,compute,high,
f8e82f79-7b4d-4427-ae95-c391db580fe3,23-05-2023 20:57,78.33966455,70.9297363,,79.71625625,4612,,,compute,low,running
,25-01-2023 03:06,51.89899204,36.60938138,19.1949316,368.7939246,7124,20.52806937,0.389770533,network,high,completed
47c89ae1-133f-4e8e-ba71-7541c13e2d5f,04-01-2023 18:29,6.607426385,72.27188111,110.6766408,19.28630412,4454,46.26610336,0.478632214,io,high,
cbc3865d-c6cf-47da-bcbd-3cbdf20ced1b,18-05-2023 18:54,47.24137892,69.39494518,376.6905147,273.5421779,358,42.68269354,0.940429028,network,,running
8caaee37-fc33-4a31-b201-7ab6bb9d7c2d,06-07-2023 19:36,43.8255947,81.99622805,913.6889583,383.0640062,5314,70.72237496,0.095047287,network,medium,waiting
c10ef9bc-58c5-485c-9299-d8e303b630ec,19-04-2023 11:14,20.27960412,,488.1737099,122.9712156,1751,93.52681938,0.220778971,compute,medium,running
,15-04-2023 00:36,42.35876367,74.38317191,914.6175551,147.5707688,,40.318949,0.232531834,network,medium,waiting
84f98cc2-e8e6-4292-8dad-97e0ee888eef,22-01-2023 16:58,35.77578841,47.03902352,115.3476576,299.3311215,9934,9.182593522,,io,medium,waiting
da05e9db-6bad-446b-9e05-9660a443d804,04-05-2023 11:01,16.36842612,94.33859005,441.1921466,305.0997022,6150,17.76688419,0.61555089,io,high,waiting
81501719-6d10-41ef-9d31-4329693f33ae,25-01-2023 15:01,44.13741433,83.00553855,415.098603,493.2823851,,45.96292817,0.575270994,network,low,waiting
559dcf6c-cb76-4c1d-805d-75dcedbe5533,16-01-2023 12:35,26.27999563,52.85269963,473.1695215,421.4358579,8676,97.25480625,0.125480358,compute,low,running
01e832d0-98a7-4368-ab46-cad44b73aba1,16-06-2023 01:36,52.20624207,50.09030679,,323.6804025,,,,io,high,waiting
28257511-1ee1-4c1b-9b1a-ec9857a10d3a,07-03-2023 23:21,3.516005972,15.81301777,511.0047296,427.5692534,1343,87.30418507,0.035436599,compute,low,waiting
d202a8ec-fbea-4297-b0a8-63423aa64667,09-06-2023 18:08,90.62314198,69.92635937,627.3383163,259.2634038,8429,,0.027606954,io,medium,running
b504b85d-114c-4d69-9376-a8e74c7d6251,,81.63643055,39.09137764,,385.7899008,1501,60.95310158,0.143426463,compute,high,running
,25-05-2023 23:02,55.25813325,5.547911502,,237.0025877,3969,76.59867313,0.802154814,compute,low,
2f93a6c3-96e4-4ca0-a6bc-7d8f9a40fb20,17-03-2023 06:18,85.18085828,80.0406722,673.8707275,353.1170276,5178,98.25067428,0.239335015,compute,medium,waiting
14fe93d6-47c9-4c3f-b0f1-23de4ed2ade9,22-02-2023 04:32,96.23950738,57.37454696,277.4146594,203.3706378,9834,51.2583526,0.824345865,io,low,
c55472e0-d3a0-46d2-a8d6-5a030f75a464,,11.05222941,17.05926696,134.613145,99.0842931,5778,93.77990524,0.62839135,,medium,running
b00e6c4d-72be-4a1d-a1fd-5c9f62fbd644,17-01-2023 11:19,63.08318084,65.19011873,550.7833876,34.63574895,9768,68.90873607,0.621171906,io,high,running
dced93ec-ca9c-4143-bdc2-bda705d2b19c,05-04-2023 05:20,99.79940009,76.84452715,690.1889754,133.6132513,3791,33.77231841,0.196413677,network,medium,completed
5640194c-f7ec-4094-976c-73c37c30f8af,11-04-2023 17:46,98.78891693,89.89419441,456.676583,47.49466009,9890,53.18513392,0.337290304,io,high,waiting
,02-06-2023 20:53,60.33229923,50.80826443,813.302313,313.7130625,3475,61.22794056,,network,low,waiting
90405855-6678-44dd-b2c0-2a58f560226c,16-05-2023 10:48,12.80208705,15.09594522,,,2942,10.80099322,,compute,low,waiting
3f1102f7-75a0-4727-91ad-baa862d1a48a,,58.3192831,,854.3419301,371.7129712,6394,60.81249281,0.754226182,io,high,running
bbcd0dc2-50dd-4729-a024-5c86251af9bb,16-02-2023 05:37,0.206463557,55.74770038,807.9845992,403.2050241,8452,12.33290728,0.522163562,network,high,waiting
1a984b5e-49c4-4486-8c44-a245b856ec25,06-07-2023 23:20,19.89113347,,,326.1598906,6926,,0.34253839,compute,high,running
bc088c0d-4ffe-4e57-94ea-61d8e6d54549,22-02-2023 20:31,95.61231596,83.1979985,755.8426602,300.2690958,3447,10.93679068,,network,high,waiting
fd0e46fa-15e6-4e3f-b3f2-e66ec765fad5,29-06-2023 03:35,33.04405726,78.93851303,374.5411891,308.717286,2484,15.94480714,0.895586622,io,high,running
,16-07-2023 18:03,63.83901058,7.601934553,701.2401125,406.3049647,7337,67.55061503,0.5297492,io,low,
32fb3e9a-43e3-4399-a36a-d8482ceaa5cb,11-06-2023 13:57,28.08594946,85.21298982,926.9381423,193.9582059,1172,68.40272,0.586279426,compute,low,
c47a61a1-17f9-4c84-b940-64147334bda1,08-01-2023 09:08,94.78218871,95.24091345,177.4824512,291.8118788,3306,98.39924016,0.349948444,network,low,completed
937da571-23dc-4f75-b5d5-b9f9d0fbc246,,72.85587299,48.66646276,636.6547908,18.34423006,7283,13.58684135,0.126271618,io,medium,running
963dc75c-3996-4065-b0de-93282571a8b6,11-02-2023 12:36,,7.192197711,530.4269422,68.14640552,2830,75.46741465,0.838894886,network,medium,
d495e0ae-0108-4429-b5cc-183d837b4146,07-01-2023 13:05,79.17614212,4.926933512,891.4865649,120.2603073,6617,1.815647761,0.385848023,compute,high,running
bbf0b6ca-bfbb-48bb-877f-10a8bbf96632,09-05-2023 22:24,10.81655245,,675.1800805,232.1740807,2497,46.87634207,0.310953982,compute,low,
266d02d7-b141-45a7-a183-433c1646a1aa,23-01-2023 06:54,39.23189401,18.17760009,,,,60.59910043,0.376100929,io,,waiting
7abc106f-2ca9-4b36-ab81-1a808a63a9b6,07-07-2023 14:30,22.12181277,5.44803056,301.0036205,441.5439631,5905,44.50116958,0.028752703,io,,waiting
67b04b7f-1225-4864-832e-dfc0e7ce2fda,12-01-2023 02:01,68.37264473,32.14231521,951.8355057,296.1390768,6922,56.46689511,0.062277628,compute,low,running
8480cc87-8b8f-41a0-90b4-a1113c6fecb6,17-07-2023 07:12,,28.61774106,773.6944088,310.90455,2830,79.06318694,0.841167575,compute,low,waiting
a7911626-459a-48a9-8294-a75a5b033646,15-01-2023 08:10,39.70258323,42.46053851,163.3128385,,8383,78.04574373,0.635930864,network,low,waiting
d5adf33b-868d-4f58-9d16-26d2205b3c9b,,,16.54417183,164.6511255,336.6913797,4585,83.38018552,0.240314624,io,medium,
6e9dba9a-9c64-4095-8d39-f6bc8dd64961,13-02-2023 23:14,50.63429193,63.62250352,175.1254058,41.65458392,8953,76.35094246,0.911217667,network,high,waiting
47bd6871-335b-4e97-a8ad-6d18b7f52087,01-04-2023 16:52,34.98976805,,984.3606592,303.34962,8132,65.32217832,,compute,low,waiting
58bc8d9b-579e-400e-bc3a-d323a80d4a43,18-03-2023 18:40,70.64105777,61.83798836,664.5569836,472.6765495,5509,,0.334070154,compute,medium,completed
9e8c41e1-30f5-4a4f-a3e9-7b271225d571,27-03-2023 09:33,2.457702431,26.98011971,519.2717794,59.27283052,73,15.24998226,0.083409981,compute,,running
5eb11d72-8a50-4012-bceb-3200d55e281d,10-01-2023 05:46,63.39869213,51.83437117,14.95232919,211.6406704,8016,33.70100525,0.70669721,network,medium,running
f6a127c6-ac74-40d3-8ceb-ebdb7538caac,20-03-2023 20:23,,7.215201029,57.03459758,365.6181709,2062,3.74612423,0.433633505,network,low,completed
5f4fc83e-b084-42ee-a683-8be9ddbf042c,11-02-2023 23:00,26.87090288,26.3920795,877.5756885,149.3292267,1785,16.66116122,0.216137281,compute,low,waiting
8449d546-dad9-48eb-93ce-d2532c4a39be,,80.02556036,36.36653716,600.679217,187.7630954,24,45.68885199,0.550099684,network,medium,waiting
6ecb76c5-4d6f-4166-b23f-f2b73fd68719,09-02-2023 10:31,95.5568394,88.08095175,57.91038001,194.3219389,2026,16.03465198,0.949479698,network,high,running
27999d82-4b53-4599-a4b2-47ed25629db1,19-05-2023 12:42,31.655021,76.55996648,511.6564414,165.6983575,3796,53.61953132,0.342705633,io,medium,completed
c9dbaaa6-583c-4c2e-b943-29739a1cf4f8,04-01-2023 17:05,82.68052704,97.59407445,56.54958784,433.0497439,9412,66.76881857,0.816672032,compute,low,running
6257db52-138e-40df-aeed-83776e0a16c7,10-04-2023 19:09,10.3990838,39.65585865,217.8249269,497.8078483,,18.94575806,0.029786329,io,medium,running
e5dce097-9b49-4775-bd75-89642c6eeff0,21-05-2023 04:06,63.3981653,70.69322522,695.1590962,192.4016947,1796,43.52686414,0.097933169,compute,high,completed
6832ae7b-f6e5-491a-b4a6-56d369916f76,,75.10322995,49.2533687,929.8961043,206.9475306,7034,7.91316066,0.866426403,network,,completed
67d0e387-6b67-4fec-b066-9a17d7d67664,16-06-2023 16:26,15.5977928,88.89459814,,270.1134375,7938,52.94960893,0.30563599,io,high,waiting
95b9467d-9f53-436e-8dd2-24f31cffa860,20-04-2023 15:46,42.60023877,,425.4500851,235.3524195,855,41.61297362,0.086954907,compute,high,completed
94385e52-ac98-4596-ac10-dc6538df8bde,19-04-2023 21:27,,27.03872605,536.8543277,326.5941523,5789,87.73858636,0.184770114,io,high,completed
02430931-a371-4345-a8b9-eb30ae4d1572,06-07-2023 18:53,10.35784634,66.73210485,537.1843058,204.6520626,5594,6.188705577,0.107410253,io,medium,running
8d0f08e3-fd20-4d2c-bf3e-ef3edbdb74fe,07-07-2023 04:00,1.80963582,16.62773353,870.0853162,140.0096729,3894,8.431944877,0.106838171,compute,high,waiting
d3333ecf-32fc-4406-b957-16e6cd5c44bd,15-03-2023 00:55,59.0585379,75.82472432,230.3322988,326.2140045,,31.14374107,0.731744398,,low,completed
892dcbe2-c827-4a4a-8e21-cd5081297c01,21-03-2023 18:08,43.55315405,21.16085019,93.70707954,43.09969415,550,90.25334269,0.419240345,network,low,running
b3f043d1-4ac7-498b-88ad-3087f9e1b9fe,01-03-2023 21:07,79.86892489,16.72684504,112.0465609,167.0806879,2628,62.57756409,0.730718137,io,low,completed
e978e814-b544-4aa1-83be-73626d268bfe,29-04-2023 08:43,,90.08240927,802.1499898,163.976501,9624,58.81745046,,io,low,waiting
9bc4bf04-f605-405c-a696-fa3db9f022a8,29-05-2023 12:53,29.91536445,4.524405125,790.4451312,490.5320494,,68.51206985,,network,low,completed
,25-04-2023 18:58,38.84041172,40.9399544,975.2763088,291.9019756,3836,90.3628869,0.545498792,network,,completed
